69,180
69,185
71,175
71,176
71,195
71,157
72,180
72,205
72,175
72,185
72,190
72,189
72,161
72,198
72,185
72,175
72,160
72,175
72,175
73,171
73,205
73,169
73,181
73,175
73,185
73,172
73,180
73,185
73,180
73,210
73,195
73,195
73,185
73,195
73,195
74,180
74,180
74,195
74,189
74,200
74,180
74,175
74,175
74,181
74,168
74,190
74,170
74,187
74,180
74,200
74,170
74,185
74,185
74,185
74,180
74,195
75,209
75,185
75,205
75,180
75,220
75,190
75,190
75,197
75,191
75,202
75,205
75,203
75,189
75,215
75,190
75,200
75,175
75,211
75,185
75,190
75,200
75,180
75,200
75,195
75,215
75,185
75,185
75,187
75,208
75,195
75,197
75,175
75,185
75,196
75,191
75,185
75,201
75,172
75,178
75,190
75,190
76,195
76,210
76,190
76,190
76,185
76,215
76,210
76,190
76,210
76,215
76,185
76,220
76,215
76,220
76,210
76,191
76,195
76,207
76,200
76,200
76,213
76,180
76,200
76,213
76,180
76,190
76,190
76,208
76,190
76,195
76,210
76,205
77,215
77,200
77,200
77,200
77,197
77,210
77,205
77,200
77,210
77,220
77,205
77,215
77,214
77,220
77,205
77,210
77,205
77,200
77,200
77,189
77,180
77,220
77,183
77,201
77,200
77,205
77,189
77,200
77,225
77,210
77,195
78,219
78,218
78,205
78,220
78,215
78,208
78,185
78,225
78,200
78,215
78,222
78,200
78,219
78,205
78,225
78,220
78,230
78,225
78,211
78,195
78,215
78,220
78,205
78,194
78,225
78,220
78,220
78,210
78,205
78,225
78,190
78,215
78,174
78,200
78,210
78,195
78,207
78,220
78,200
78,205
78,207
78,211
78,238
79,220
79,240
79,185
79,235
79,260
79,205
79,226
79,214
79,233
79,217
79,197
79,200
79,220
79,197
79,220
79,228
79,215
79,212
79,243
79,232
79,225
79,201
79,260
79,230
79,228
79,197
79,240
79,270
79,235
79,195
79,225
79,220
79,220
79,206
79,185
79,218
79,215
79,215
79,245
79,206
79,250
79,230
79,205
79,230
79,225
79,226
79,200
79,230
79,215
80,250
80,245
80,235
80,230
80,260
80,220
80,218
80,248
80,230
80,235
80,240
80,230
80,210
80,228
80,253
80,212
80,237
80,221
80,240
80,190
80,250
80,215
80,220
80,235
80,226
80,218
80,232
80,210
80,230
80,240
80,205
80,218
80,225
80,235
80,235
80,225
80,228
80,241
80,230
80,200
80,207
80,210
80,239
80,200
80,221
80,230
81,260
81,235
81,235
81,217
81,235
81,209
81,240
81,220
81,225
81,250
81,237
81,266
81,220
81,225
81,230
81,227
81,225
81,236
81,210
81,253
81,245
81,240
81,235
81,205
81,254
81,229
81,250
81,230
81,245
81,289
81,250
81,250
81,275
81,200
81,215
81,252
81,225
81,200
81,204
81,207
81,215
81,260
81,215
81,261
81,225
81,217
81,240
81,235
81,242
81,210
81,188
81,240
81,230
81,205
81,235
81,240
81,196
81,240
81,235
81,235
81,230
81,255
81,235
81,235
81,248
81,207
81,248
82,235
82,235
82,260
82,240
82,228
82,240
82,230
82,250
82,235
82,225
82,270
82,275
82,231
82,240
82,235
82,260
82,250
82,245
82,280
82,240
82,225
82,235
82,230
82,228
82,240
82,240
82,220
82,255
82,240
82,210
82,250
82,228
82,228
82,220
82,240
82,235
82,260
82,225
82,245
82,250
82,255
82,280
82,235
82,255
82,232
82,237
82,246
82,245
82,230
82,251
82,235
82,245
82,245
83,260
83,260
83,253
83,255
83,230
83,270
83,200
83,232
83,260
83,250
83,232
83,230
83,235
83,275
83,220
83,235
83,240
83,250
83,250
83,265
83,235
83,250
83,260
83,255
83,240
83,235
83,225
83,245
83,290
83,210
83,235
83,240
83,240
83,225
83,267
83,255
83,255
83,265
83,230
83,240
83,245
83,270
83,250
83,245
84,255
84,238
84,265
84,255
84,250
84,257
84,270
84,285
84,250
84,240
84,247
84,230
84,280
84,263
84,260
84,285
84,255
84,245
84,255
84,222
84,265
84,235
84,240
84,252
84,250
84,255
84,240
84,260
84,275
84,240
84,265
84,250
84,263
84,260
85,235
85,245
85,265
85,250
85,250
85,235
85,255
86,278
87,263
